,formula,phase,processing,gfa
589,Al90Co6Mn4,AC,meltspin,0
590,Al90Co8Mn2,AC,meltspin,0
591,Al90Co10Mn0,AC,meltspin,0
592,Al92Co4Mn4,AC,meltspin,0
593,Al92Co6Mn2,AC,meltspin,0
594,Al92Co8Mn0,AC,meltspin,0
595,Al94Co4Mn2,AC,meltspin,0
596,Al94Co6Mn0,AC,meltspin,0
597,Al94Co0Mn6,CR,meltspin,0
598,Al94Co2Mn4,CR,meltspin,0
599,Al96Co0Mn4,CR,meltspin,0
600,Al96Co2Mn2,CR,meltspin,0
601,Al96Co4Mn0,CR,meltspin,0
602,Al98Co0Mn2,CR,meltspin,0
603,Al98Co2Mn0,CR,meltspin,0
604,Al100Co0Mn0,CR,meltspin,0
605,Al84Co12Mn4,CR,meltspin,0
606,Al84Co14Mn2,CR,meltspin,0
607,Al86Co8Mn6,CR,meltspin,0
608,Al86Co10Mn4,CR,meltspin,0
609,Al86Co12Mn2,CR,meltspin,0
610,Al86Co14Mn0,CR,meltspin,0
611,Al88Co6Mn6,CR,meltspin,0
612,Al90Co2Mn8,CR,meltspin,0
613,Al90Co4Mn6,CR,meltspin,0
614,Al92Co0Mn8,CR,meltspin,0
615,Al92Co2Mn6,CR,meltspin,0
616,Al87Co1Ni12,AM,meltspin,1
617,Al88Co4Ni8,AM,meltspin,1
618,Al88Co5Ni7,AM,meltspin,1
619,Al87Co1Ni12,AM,meltspin,1
620,Al87Co2Ni11,AM,meltspin,1
621,Al88Co4Ni8,AM,meltspin,1
622,Al88Co5Ni7,AM,meltspin,1
623,Al84Co8Ni8,AC,meltspin,0
624,Al85Co1Ni14,AC,meltspin,0
625,Al85Co5Ni10,AC,meltspin,0
626,Al85Co10Ni5,AC,meltspin,0
627,Al86Co0Ni14,AC,meltspin,0
628,Al86Co1Ni13,AC,meltspin,0
629,Al86Co2Ni12,AC,meltspin,0
630,Al86Co3Ni11,AC,meltspin,0
631,Al86Co5Ni9,AC,meltspin,0
632,Al86Co14Ni0,AC,meltspin,0
633,Al87Co3Ni10,AC,meltspin,0
634,Al87Co4Ni9,AC,meltspin,0
635,Al87Co5Ni8,AC,meltspin,0
636,Al88Co0Ni12,AC,meltspin,0
637,Al88Co1Ni11,AC,meltspin,0
638,Al88Co2Ni10,AC,meltspin,0
639,Al88Co3Ni9,AC,meltspin,0
640,Al88Co6Ni6,AC,meltspin,0
641,Al88Co7Ni5,AC,meltspin,0
642,Al88Co8Ni4,AC,meltspin,0
643,Al88Co9Ni3,AC,meltspin,0
644,Al88Co10Ni2,AC,meltspin,0
645,Al88Co11Ni1,AC,meltspin,0
646,Al88Co12Ni0,AC,meltspin,0
647,Al89Co1Ni10,AC,meltspin,0
648,Al89Co2Ni9,AC,meltspin,0
649,Al89Co3Ni8,AC,meltspin,0
650,Al89Co4Ni7,AC,meltspin,0
651,Al89Co5Ni6,AC,meltspin,0
652,Al89Co6Ni5,AC,meltspin,0
653,Al90Co0Ni10,AC,meltspin,0
654,Al90Co2Ni8,AC,meltspin,0
655,Al90Co4Ni6,AC,meltspin,0
656,Al90Co5Ni5,AC,meltspin,0
657,Al90Co6Ni4,AC,meltspin,0
658,Al90Co8Ni2,AC,meltspin,0
659,Al90Co10Ni0,AC,meltspin,0
660,Al91Co1Ni8,AC,meltspin,0
661,Al91Co2Ni7,AC,meltspin,0
662,Al92Co0Ni8,AC,meltspin,0
663,Al92Co2Ni6,AC,meltspin,0
664,Al92Co4Ni4,AC,meltspin,0
665,Al92Co6Ni2,AC,meltspin,0
666,Al92Co8Ni0,AC,meltspin,0
667,Al94Co6Ni0,AC,meltspin,0
668,Al84Co8Ni8,AC,meltspin,0
669,Al85Co1Ni14,AC,meltspin,0
670,Al85Co5Ni10,AC,meltspin,0
671,Al85Co10Ni5,AC,meltspin,0
672,Al86Co0Ni14,AC,meltspin,0
673,Al86Co1Ni13,AC,meltspin,0
674,Al86Co2Ni12,AC,meltspin,0
675,Al86Co3Ni11,AC,meltspin,0
676,Al86Co5Ni9,AC,meltspin,0
677,Al86Co14Ni0,AC,meltspin,0
678,Al87Co3Ni10,AC,meltspin,0
679,Al87Co4Ni9,AC,meltspin,0
680,Al87Co5Ni8,AC,meltspin,0
681,Al88Co0Ni12,AC,meltspin,0
682,Al88Co1Ni11,AC,meltspin,0
683,Al88Co2Ni10,AC,meltspin,0
684,Al88Co3Ni9,AC,meltspin,0
685,Al88Co6Ni6,AC,meltspin,0
686,Al88Co7Ni5,AC,meltspin,0
687,Al88Co8Ni4,AC,meltspin,0
688,Al88Co9Ni3,AC,meltspin,0
689,Al88Co10Ni2,AC,meltspin,0
690,Al88Co11Ni1,AC,meltspin,0
691,Al88Co12Ni0,AC,meltspin,0
692,Al89Co1Ni10,AC,meltspin,0
693,Al89Co2Ni9,AC,meltspin,0
694,Al89Co3Ni8,AC,meltspin,0
695,Al89Co4Ni7,AC,meltspin,0
696,Al89Co5Ni6,AC,meltspin,0
697,Al89Co6Ni5,AC,meltspin,0
698,Al90Co0Ni10,AC,meltspin,0
699,Al90Co2Ni8,AC,meltspin,0
700,Al90Co4Ni6,AC,meltspin,0
701,Al90Co5Ni5,AC,meltspin,0
702,Al90Co6Ni4,AC,meltspin,0
703,Al90Co8Ni2,AC,meltspin,0
704,Al90Co10Ni0,AC,meltspin,0
705,Al91Co1Ni8,AC,meltspin,0
706,Al91Co2Ni7,AC,meltspin,0
707,Al92Co0Ni8,AC,meltspin,0
708,Al92Co2Ni6,AC,meltspin,0
709,Al92Co4Ni4,AC,meltspin,0
710,Al92Co6Ni2,AC,meltspin,0
711,Al92Co8Ni0,AC,meltspin,0
712,Al94Co6Ni0,AC,meltspin,0
713,Al94Co0Ni6,CR,meltspin,0
714,Al94Co2Ni4,CR,meltspin,0
715,Al94Co4Ni2,CR,meltspin,0
716,Al96Co0Ni4,CR,meltspin,0
717,Al96Co2Ni2,CR,meltspin,0
718,Al96Co4Ni0,CR,meltspin,0
719,Al98Co0Ni2,CR,meltspin,0
720,Al98Co2Ni0,CR,meltspin,0
721,Al94Co0Ni6,CR,meltspin,0
722,Al94Co2Ni4,CR,meltspin,0
723,Al94Co4Ni2,CR,meltspin,0
724,Al96Co0Ni4,CR,meltspin,0
725,Al96Co2Ni2,CR,meltspin,0
726,Al96Co4Ni0,CR,meltspin,0
727,Al98Co0Ni2,CR,meltspin,0
728,Al98Co2Ni0,CR,meltspin,0
729,Al49Co10Si41,AM,meltspin,1
730,Al52Co23Si25,AM,meltspin,1
731,Al71Co4Si25,AM,meltspin,1
732,Al75Co10Si15,AM,meltspin,1
733,Al0Co90Zr10,AM,meltspin,1
734,Al2Co88Zr10,AM,meltspin,1
735,Al5Co85Zr10,AM,meltspin,1
736,Al25Co20Zr55,AM,meltspin,1
737,Al38Cr10Ge52,AM,meltspin,1
738,Al61Cr10Ge29,AM,meltspin,1
739,Al60Cr10Ge30,AM,meltspin,1
740,Al65Cr20Ge15,CR,meltspin,0
741,Al25Cr20La55,AM,meltspin,1
742,Al52Cr10Si38,AM,meltspin,1
743,Al58Cr17Si25,AM,meltspin,1
744,Al68Cr10Si22,AM,meltspin,1
745,Al71Cr4Si25,AM,meltspin,1
746,Al50Cr15Si35,AM,meltspin,1
747,Al55Cr10Si35,AM,meltspin,1
748,Al55Cr15Si30,AM,meltspin,1
749,Al60Cr10Si30,AM,meltspin,1
750,Al60Cr15Si25,AM,meltspin,1
751,Al65Cr10Si25,AM,meltspin,1
752,Al59Cr19Si22,CR,meltspin,0
753,Al60Cr18Si22,CR,meltspin,0
754,Al60Cr20Si20,CR,meltspin,0
755,Al61Cr21Si18,CR,meltspin,0
756,Al62Cr19Si19,CR,meltspin,0
757,Al63Cr19Si18,CR,meltspin,0
758,Al84Cr16Si0,CR,meltspin,0
759,Al85Cr15Si0,CR,meltspin,0
760,Al86Cr14Si0,CR,meltspin,0
761,Al45Cr20Si35,CR,meltspin,0
762,Al55Cr20Si25,CR,meltspin,0
763,Al55Cr25Si20,CR,meltspin,0
764,Al57Cr23Si20,CR,meltspin,0
765,Al57Cr28Si15,CR,meltspin,0
766,Al60Cr5Si35,CR,meltspin,0
767,Al60Cr30Si10,CR,meltspin,0
768,Al65Cr25Si10,CR,meltspin,0
769,Al70Cr5Si25,CR,meltspin,0
770,Al70Cr25Si5,CR,meltspin,0
771,Al75Cr5Si20,CR,meltspin,0
772,Al80Cr5Si15,CR,meltspin,0
773,Al80Cr20Si0,CR,meltspin,0
774,Al81Cr19Si0,CR,meltspin,0
775,Al83Cr17Si0,CR,meltspin,0
776,Al96Cr4Si0,CR,meltspin,0
777,Al45Cr15Si40,CR,meltspin,0
778,Al58Cr20Si22,CR,meltspin,0
779,Al60Cr25Si15,CR,meltspin,0
780,Al63Cr15Si22,CR,meltspin,0
781,Al65Cr15Si20,CR,meltspin,0
782,Al65Cr20Si15,CR,meltspin,0
783,Al68Cr15Si17,CR,meltspin,0
784,Al70Cr10Si20,CR,meltspin,0
785,Al70Cr15Si15,CR,meltspin,0
786,Al70Cr20Si10,CR,meltspin,0
787,Al75Cr10Si15,CR,meltspin,0
788,Al75Cr15Si10,CR,meltspin,0
789,Al75Cr20Si5,CR,meltspin,0
790,Al80Cr10Si10,CR,meltspin,0
791,Al85Cr5Si10,CR,meltspin,0
792,Al85Cr10Si5,CR,meltspin,0
793,Al88Cr10Si2,CR,meltspin,0
794,Al88Cr12Si0,CR,meltspin,0
795,Al90Cr5Si5,CR,meltspin,0
796,Al90Cr10Si0,CR,meltspin,0
797,Al92Cr8Si0,CR,meltspin,0
798,Al94Cr6Si0,CR,meltspin,0
799,Al20Cr10Zr70,AM,meltspin,1
800,Al75Ce20Fe5,AC,meltspin,0
801,Al77Ce18Fe5,CR,meltspin,0
802,Al64Ce23Fe13,CR,meltspin,0
803,Al65Ce20Fe15,CR,meltspin,0
804,Al67Ce18Fe15,CR,meltspin,0
805,Al71Ce17Fe12,CR,meltspin,0
806,Al60Ce20Fe20,CR,meltspin,0
807,Al65Ce15Fe20,CR,meltspin,0
808,Al60Ce23Fe17,CR,meltspin,0
809,Al60Ce25Fe15,CR,meltspin,0
810,Al65Ce25Fe10,CR,meltspin,0
811,Al70Ce10Fe20,CR,meltspin,0
812,Al70Ce15Fe15,CR,meltspin,0
813,Al70Ce20Fe10,CR,meltspin,0
814,Al65Ce20Fe15,CR,meltspin,0
815,Al62.5Ce25Fe12.5,CR,meltspin,0
816,Al62.5Ce25.5Fe12,CR,meltspin,0
817,Al65Cu20Gd15,AM,meltspin,1
818,Al10Cu25Hf65,AM,meltspin,1
819,Al10Cu30La60,AM,meltspin,1
820,Al15Cu25La60,AM,meltspin,1
821,Al20Cu0La80,AM,meltspin,1
822,Al20Cu20La60,AM,meltspin,1
823,Al20Cu25La55,AM,meltspin,1
824,Al20Cu40La40,AM,meltspin,1
825,Al20Cu50La30,AM,meltspin,1
826,Al25Cu10La65,AM,meltspin,1
827,Al25Cu15La60,AM,meltspin,1
828,Al25Cu20La55,AM,meltspin,1
829,Al25Cu25La50,AM,meltspin,1
830,Al25Cu35La40,AM,meltspin,1
831,Al30Cu0La70,AM,meltspin,1
832,Al30Cu10La60,AM,meltspin,1
833,Al30Cu15La55,AM,meltspin,1
834,Al30Cu20La50,AM,meltspin,1
835,Al30Cu35La35,AM,meltspin,1
836,Al30Cu40La30,AM,meltspin,1
837,Al35Cu10La55,AM,meltspin,1
838,Al35Cu15La50,AM,meltspin,1
839,Al40Cu0La60,AM,meltspin,1
840,Al50Cu0La50,AM,meltspin,1
841,Al85Cu5La10,AM,meltspin,1
842,Al90Cu0La10,AM,meltspin,1
843,Al90Cu5La5,AM,meltspin,1
844,Al10Cu20La70,AC,meltspin,0
845,Al20Cu10La70,AC,meltspin,0
846,Al20Cu60La20,AC,meltspin,0
847,Al40Cu10La50,AC,meltspin,0
848,Al40Cu20La40,AC,meltspin,0
849,Al85Cu10La5,AC,meltspin,0
850,Al0Cu20La80,CR,meltspin,0
851,Al0Cu40La60,CR,meltspin,0
852,Al0Cu50La50,CR,meltspin,0
853,Al10Cu0La90,CR,meltspin,0
854,Al10Cu10La80,CR,meltspin,0
855,Al10Cu50La40,CR,meltspin,0
856,Al10Cu60La30,CR,meltspin,0
857,Al10Cu70La20,CR,meltspin,0
858,Al10Cu80La10,CR,meltspin,0
859,Al30Cu50La20,CR,meltspin,0
860,Al30Cu60La10,CR,meltspin,0
861,Al40Cu30La30,CR,meltspin,0
862,Al40Cu40La20,CR,meltspin,0
863,Al50Cu10La40,CR,meltspin,0
864,Al50Cu20La30,CR,meltspin,0
865,Al50Cu30La20,CR,meltspin,0
866,Al50Cu40La10,CR,meltspin,0
867,Al60Cu0La40,CR,meltspin,0
868,Al70Cu0La30,CR,meltspin,0
869,Al70Cu20La10,CR,meltspin,0
870,Al80Cu0La20,CR,meltspin,0
871,Al80Cu10La10,CR,meltspin,0
872,Al25Cu20La55,AM,meltspin,1
873,Al25Cu20La55,AM,meltspin,1
874,Al25Cu50Mn25,CR,meltspin,0
875,Al65Cu20Mn15,CR,meltspin,0
876,Al76Cu8.5Mn15.5,CR,meltspin,0
877,Al6Cu84Nd10,AM,meltspin,1
878,Al6Cu86Nd8,AM,meltspin,1
879,Al8Cu84Nd8,AM,meltspin,1
880,Al10Cu82Nd8,AM,meltspin,1
881,Al12Cu80Nd8,AM,meltspin,1
882,Al2Cu88Nd10,AC,meltspin,0
883,Al2Cu90Nd8,AC,meltspin,0
884,Al2Cu92Nd6,AC,meltspin,0
885,Al4Cu86Nd10,AC,meltspin,0
886,Al4Cu88Nd8,AC,meltspin,0
887,Al4Cu90Nd6,AC,meltspin,0
888,Al6Cu88Nd6,AC,meltspin,0
889,Al8Cu86Nd6,AC,meltspin,0
890,Al10Cu84Nd6,AC,meltspin,0
891,Al10Cu86Nd4,AC,meltspin,0
892,Al12Cu82Nd6,AC,meltspin,0
893,Al12Cu84Nd4,AC,meltspin,0
894,Al4Cu92Nd4,CR,meltspin,0
895,Al8Cu82Nd10,CR,meltspin,0
896,Al8Cu88Nd4,CR,meltspin,0
897,Al10Cu80Nd10,CR,meltspin,0
898,Al10Cu88Nd2,CR,meltspin,0
899,Al12Cu78Nd10,CR,meltspin,0
900,Al14Cu76Nd10,CR,meltspin,0
901,Al14Cu78Nd8,CR,meltspin,0
902,Al14Cu80Nd6,CR,meltspin,0
903,Al14Cu82Nd4,CR,meltspin,0
904,Al0Cu35Ti65,AM,meltspin,1
905,Al0Cu40Ti60,AM,meltspin,1
906,Al0Cu45Ti55,AM,meltspin,1
907,Al0Cu50Ti50,AM,meltspin,1
908,Al0Cu55Ti45,AM,meltspin,1
909,Al0Cu60Ti40,AM,meltspin,1
910,Al0Cu73Ti27,AM,meltspin,1
911,Al0Cu75Ti25,AM,meltspin,1
912,Al5Cu50Ti45,AM,meltspin,1
913,Al5Cu55Ti40,AM,meltspin,1
914,Al5Cu60Ti35,AM,meltspin,1
915,Al10Cu30Ti60,AM,meltspin,1
916,Al10Cu30Ti60,AM,meltspin,1
917,Al10Cu35Ti55,AM,meltspin,1
918,Al10Cu50Ti40,AM,meltspin,1
919,Al10Cu60Ti30,AM,meltspin,1
920,Al15Cu25Ti60,AM,meltspin,1
921,Al15Cu30Ti55,AM,meltspin,1
922,Al15Cu35Ti50,AM,meltspin,1
923,Al15Cu40Ti45,AM,meltspin,1
924,Al15Cu50Ti35,AM,meltspin,1
925,Al15Cu60Ti25,AM,meltspin,1
926,Al20Cu30Ti50,AM,meltspin,1
927,Al20Cu35Ti45,AM,meltspin,1
928,Al20Cu50Ti30,AM,meltspin,1
929,Al20Cu60Ti20,AM,meltspin,1
930,Al25Cu35Ti40,AM,meltspin,1
931,Al25Cu50Ti25,AM,meltspin,1
932,Al25Cu55Ti20,AM,meltspin,1
933,Al30Cu50Ti20,AM,meltspin,1
934,Al35Cu50Ti15,AM,meltspin,1
935,Al40Cu50Ti10,AM,meltspin,1
936,Al50Cu40Ti10,AM,meltspin,1
937,Al50Cu45Ti5,AM,meltspin,1
938,Al55Cu40Ti5,AM,meltspin,1
939,Al0Cu30Ti70,AC,meltspin,0
940,Al0Cu80Ti20,AC,meltspin,0
941,Al10Cu70Ti20,AC,meltspin,0
942,Al20Cu20Ti60,AC,meltspin,0
943,Al25Cu25Ti50,AC,meltspin,0
944,Al25Cu30Ti45,AC,meltspin,0
945,Al30Cu20Ti50,AC,meltspin,0
946,Al30Cu30Ti40,AC,meltspin,0
947,Al30Cu40Ti30,AC,meltspin,0
948,Al35Cu40Ti25,AC,meltspin,0
949,Al35Cu45Ti20,AC,meltspin,0
950,Al40Cu30Ti30,AC,meltspin,0
951,Al40Cu40Ti20,AC,meltspin,0
952,Al45Cu35Ti20,AC,meltspin,0
953,Al45Cu40Ti15,AC,meltspin,0
954,Al55Cu35Ti10,AC,meltspin,0
955,Al60Cu35Ti5,AC,meltspin,0
956,Al0Cu10Ti90,CR,meltspin,0
957,Al0Cu20Ti80,CR,meltspin,0
958,Al10Cu0Ti90,CR,meltspin,0
959,Al10Cu10Ti80,CR,meltspin,0
960,Al10Cu20Ti70,CR,meltspin,0
961,Al20Cu0Ti80,CR,meltspin,0
962,Al20Cu10Ti70,CR,meltspin,0
963,Al20Cu70Ti10,CR,meltspin,0
964,Al25Cu0Ti75,CR,meltspin,0
965,Al25Cu5Ti70,CR,meltspin,0
966,Al30Cu0Ti70,CR,meltspin,0
967,Al30Cu10Ti60,CR,meltspin,0
968,Al35Cu0Ti65,CR,meltspin,0
969,Al35Cu5Ti60,CR,meltspin,0
970,Al40Cu0Ti60,CR,meltspin,0
971,Al40Cu10Ti50,CR,meltspin,0
972,Al40Cu20Ti40,CR,meltspin,0
973,Al40Cu60Ti0,CR,meltspin,0
974,Al45Cu0Ti55,CR,meltspin,0
975,Al45Cu5Ti50,CR,meltspin,0
976,Al45Cu10Ti45,CR,meltspin,0
977,Al45Cu20Ti35,CR,meltspin,0
978,Al50Cu5Ti45,CR,meltspin,0
979,Al50Cu10Ti40,CR,meltspin,0
980,Al50Cu20Ti30,CR,meltspin,0
981,Al50Cu30Ti20,CR,meltspin,0
982,Al50Cu50Ti0,CR,meltspin,0
983,Al55Cu0Ti45,CR,meltspin,0
984,Al55Cu10Ti35,CR,meltspin,0
985,Al60Cu0Ti40,CR,meltspin,0
986,Al60Cu5Ti35,CR,meltspin,0
987,Al60Cu10Ti30,CR,meltspin,0
988,Al60Cu20Ti20,CR,meltspin,0
989,Al60Cu40Ti0,CR,meltspin,0
990,Al65Cu0Ti35,CR,meltspin,0
991,Al70Cu0Ti30,CR,meltspin,0
992,Al70Cu10Ti20,CR,meltspin,0
993,Al70Cu30Ti0,CR,meltspin,0
994,Al80Cu0Ti20,CR,meltspin,0
995,Al0Cu40Ti60,AM,meltspin,1
996,Al5Cu38Ti57,AM,meltspin,1
997,Al15Cu34Ti51,AM,meltspin,1
998,Al20Cu32Ti48,AM,meltspin,1
999,Al10Cu25Ti65,AM,meltspin,1
1000,Al10Cu50Ti40,AM,meltspin,1
1001,Al55Cu35V10,AM,meltspin,1
1002,Al60Cu30V10,AM,meltspin,1
1003,Al65Cu20V15,AM,meltspin,1
1004,Al65Cu25V10,AM,meltspin,1
1005,Al65Cu30V5,AM,meltspin,1
1006,Al67Cu20V13,AM,meltspin,1
1007,Al70Cu20V10,AM,meltspin,1
1008,Al75Cu15V10,AM,meltspin,1
1009,Al75Cu20V5,AM,meltspin,1
1010,Al80Cu10V10,AM,meltspin,1
1011,Al80Cu15V5,AM,meltspin,1
1012,Al85Cu5V10,AM,meltspin,1
1013,Al60Cu35V5,AC,meltspin,0
1014,Al65Cu20V15,AC,meltspin,0
1015,Al70Cu25V5,AC,meltspin,0
1016,Al75Cu10V15,AC,meltspin,0
1017,Al80Cu5V15,AC,meltspin,0
1018,Al87Cu5V8,AC,meltspin,0
1019,Al50Cu40V10,CR,meltspin,0
1020,Al60Cu25V15,CR,meltspin,0
1021,Al65Cu15V20,CR,meltspin,0
1022,Al75Cu25V0,CR,meltspin,0
1023,Al77Cu20V3,CR,meltspin,0
1024,Al80Cu20V0,CR,meltspin,0
1025,Al87Cu8V5,CR,meltspin,0
1026,Al75Cu15V10,AM,meltspin,1
1027,Al75Cu15V10,AM,meltspin,1
1028,Al0Cu40Y60,AM,meltspin,1
1029,Al5Cu38Y57,AM,meltspin,1
1030,Al10Cu36Y54,AM,meltspin,1
1031,Al15Cu34Y51,AM,meltspin,1
1032,Al20Cu32Y48,AM,meltspin,1
1033,Al30Cu28Y42,AM,meltspin,1
1034,Al80Cu8Y12,AM,meltspin,1
1035,Al85Cu6Y9,AM,meltspin,1
1036,Al0Cu40Zr60,AM,meltspin,1
1037,Al0Cu56Zr44,AM,meltspin,1
1038,Al0Cu60Zr40,AM,meltspin,1
1039,Al20Cu25Zr55,AM,meltspin,1
1040,Al15Cu25Zr60,AM,meltspin,1
1041,Al10Cu25Zr65,AM,meltspin,1
1042,Al7.5Cu27.5Zr65,AM,meltspin,1
1043,Al0Cu33Zr67,AM,meltspin,1
1044,Al5Cu30Zr65,AM,meltspin,1
1045,Al7.5Cu27.5Zr65,AM,meltspin,1
1046,Al10Cu25Zr65,AM,meltspin,1
1047,Al15Cu20Zr65,AM,meltspin,1
1048,Al20Cu15Zr65,AM,meltspin,1
1049,Al33.4Fe33.3Gd33.3,AM,meltspin,1
1050,Al42Fe10Ge48,AM,meltspin,1
1051,Al52Fe23Ge25,AM,meltspin,1
1052,Al69Fe6Ge25,AM,meltspin,1
1053,Al78Fe10Ge12,AM,meltspin,1
1054,Al25Fe20La55,AM,meltspin,1
1055,Al75Fe14Ni11,AM,meltspin,1
1056,Al87Fe1Ni12,AM,meltspin,1
1057,Al88Fe3Ni9,AM,meltspin,1
1058,Al82Fe4Ni14,AC,meltspin,0
1059,Al84Fe2Ni14,AC,meltspin,0
1060,Al86Fe0Ni14,AC,meltspin,0
1061,Al86Fe1Ni13,AC,meltspin,0
1062,Al86Fe2Ni12,AC,meltspin,0
1063,Al86Fe5Ni9,AC,meltspin,0
1064,Al86Fe8Ni6,AC,meltspin,0
1065,Al87Fe1Ni12,AC,meltspin,0
1066,Al87Fe4Ni9,AC,meltspin,0
1067,Al87Fe5Ni8,AC,meltspin,0
1068,Al88Fe0Ni12,AC,meltspin,0
1069,Al88Fe1Ni11,AC,meltspin,0
1070,Al88Fe2Ni10,AC,meltspin,0
1071,Al88Fe4Ni8,AC,meltspin,0
1072,Al88Fe5Ni7,AC,meltspin,0
1073,Al88Fe6Ni6,AC,meltspin,0
1074,Al88Fe8Ni4,AC,meltspin,0
1075,Al88Fe10Ni2,AC,meltspin,0
1076,Al88Fe12Ni0,AC,meltspin,0
1077,Al89Fe1Ni10,AC,meltspin,0
1078,Al89Fe2Ni9,AC,meltspin,0
1079,Al89Fe3Ni8,AC,meltspin,0
1080,Al89Fe5Ni6,AC,meltspin,0
1081,Al90Fe0Ni10,AC,meltspin,0
1082,Al90Fe2Ni8,AC,meltspin,0
1083,Al90Fe4Ni6,AC,meltspin,0
1084,Al90Fe5Ni5,AC,meltspin,0
1085,Al90Fe6Ni4,AC,meltspin,0
1086,Al90Fe8Ni2,AC,meltspin,0
1087,Al90Fe10Ni0,AC,meltspin,0
1088,Al92Fe0Ni8,AC,meltspin,0
1089,Al92Fe2Ni6,AC,meltspin,0
1090,Al92Fe4Ni4,AC,meltspin,0
1091,Al92Fe6Ni2,AC,meltspin,0
1092,Al92Fe8Ni0,AC,meltspin,0
1093,Al94Fe6Ni0,AC,meltspin,0
1094,Al94Fe0Ni6,CR,meltspin,0
1095,Al94Fe2Ni4,CR,meltspin,0
1096,Al94Fe4Ni2,CR,meltspin,0
1097,Al96Fe0Ni4,CR,meltspin,0
1098,Al96Fe2Ni2,CR,meltspin,0
1099,Al96Fe4Ni0,CR,meltspin,0
1100,Al98Fe0Ni2,CR,meltspin,0
1101,Al98Fe2Ni0,CR,meltspin,0
1102,Al86Fe2Ni12,AM,meltspin,1
1103,Al86Fe3Ni11,AM,meltspin,1
1104,Al86.7Fe1Ni12.3,AM,meltspin,1
1105,Al87Fe1Ni12,AM,meltspin,1
1106,Al87Fe2Ni11,AM,meltspin,1
1107,Al87Fe3Ni10,AM,meltspin,1
1108,Al87.5Fe0.5Ni12,AM,meltspin,1
1109,Al87.5Fe2Ni10.5,AM,meltspin,1
1110,Al87.5Fe3.5Ni9,AM,meltspin,1
1111,Al88Fe1Ni11,AM,meltspin,1
1112,Al88Fe3Ni9,AM,meltspin,1
1113,Al88.5Fe3Ni8.5,AM,meltspin,1
1114,Al82Fe4Ni14,AC,meltspin,0
1115,Al83Fe3Ni14,AC,meltspin,0
1116,Al84Fe2Ni14,AC,meltspin,0
1117,Al84Fe3Ni13,AC,meltspin,0
1118,Al84Fe4Ni12,AC,meltspin,0
1119,Al85Fe1Ni14,AC,meltspin,0
1120,Al85Fe2Ni13,AC,meltspin,0
1121,Al85Fe3Ni12,AC,meltspin,0
1122,Al85Fe5Ni10,AC,meltspin,0
1123,Al86Fe0Ni14,AC,meltspin,0
1124,Al86Fe1Ni13,AC,meltspin,0
1125,Al86Fe2Ni12,AC,meltspin,0
1126,Al86Fe3Ni11,AC,meltspin,0
1127,Al86Fe4Ni10,AC,meltspin,0
1128,Al86Fe7Ni7,AC,meltspin,0
1129,Al87Fe5Ni8,AC,meltspin,0
1130,Al87Fe6Ni7,AC,meltspin,0
1131,Al88Fe0Ni12,AC,meltspin,0
1132,Al88Fe1Ni11,AC,meltspin,0
1133,Al88Fe2Ni10,AC,meltspin,0
1134,Al88Fe4Ni8,AC,meltspin,0
1135,Al88Fe5Ni7,AC,meltspin,0
1136,Al88Fe6Ni6,AC,meltspin,0
1137,Al88Fe8Ni4,AC,meltspin,0
1138,Al88Fe8Ni4,AC,meltspin,0
1139,Al88Fe10Ni2,AC,meltspin,0
1140,Al89Fe1Ni10,AC,meltspin,0
1141,Al89Fe2Ni9,AC,meltspin,0
1142,Al89Fe3Ni8,AC,meltspin,0
1143,Al89Fe4Ni7,AC,meltspin,0
1144,Al89Fe5Ni6,AC,meltspin,0
1145,Al89Fe6Ni5,AC,meltspin,0
1146,Al89Fe7Ni4,AC,meltspin,0
1147,Al89Fe9Ni2,AC,meltspin,0
1148,Al90Fe0Ni10,AC,meltspin,0
1149,Al90Fe1Ni9,AC,meltspin,0
1150,Al90Fe2Ni8,AC,meltspin,0
1151,Al90Fe4Ni6,AC,meltspin,0
1152,Al90Fe5Ni5,AC,meltspin,0
1153,Al90Fe6Ni4,AC,meltspin,0
1154,Al90Fe8Ni2,AC,meltspin,0
1155,Al90Fe8Ni2,AC,meltspin,0
1156,Al90Fe10Ni0,AC,meltspin,0
1157,Al90Fe10Ni0,AC,meltspin,0
1158,Al91Fe1Ni8,AC,meltspin,0
1159,Al91Fe2Ni7,AC,meltspin,0
1160,Al91Fe3Ni6,AC,meltspin,0
1161,Al91Fe6Ni3,AC,meltspin,0
1162,Al92Fe0Ni8,AC,meltspin,0
1163,Al92Fe2Ni6,AC,meltspin,0
1164,Al92Fe4Ni4,AC,meltspin,0
1165,Al92Fe5Ni3,AC,meltspin,0
1166,Al92Fe6Ni2,AC,meltspin,0
1167,Al92Fe8Ni0,AC,meltspin,0
1168,Al92Fe8Ni0,AC,meltspin,0
1169,Al94Fe6Ni0,AC,meltspin,0
1170,Al94Fe6Ni0,AC,meltspin,0
1171,Al94Fe0Ni6,CR,meltspin,0
1172,Al94Fe0Ni6,CR,meltspin,0
1173,Al94Fe2Ni4,CR,meltspin,0
1174,Al94Fe2Ni4,CR,meltspin,0
1175,Al94Fe4Ni2,CR,meltspin,0
1176,Al94Fe4Ni2,CR,meltspin,0
1177,Al96Fe0Ni4,CR,meltspin,0
