,likely_mpid,expt_gap,formula
2766,,0.0,Na2LiTa
2767,mp-1195277,3.1,Na2Mo2Se2O11
2768,mp-1192640,3.56,Na2Nb4Se4O19
2769,,2.4,Na2Pt(IO3)6
2770,mp-648,2.4,Na2S
2771,mp-4770,0.0,Na2SO4
2772,mp-1266,2.0,Na2Se
2773,,2.86,Na2Si2Hg3S8
2774,,2.45,Na2Sn2Hg3S8
2775,mp-2784,2.3,Na2Te
2776,mp-1190141,2.35,Na2TeS3
2777,mp-573581,1.87,Na2TeSe3
2778,mp-6328,0.0,Na2Ti2Sb2O
2779,mp-3488,3.51,Na2Ti3O7
2780,mp-30795,0.0,Na2Tl
2781,mp-23546,0.0,Na2UI6
2782,,0.0,Na2V6O13
2783,mp-541773,0.0,Na2VCuF7
2784,mp-1190476,2.36,Na2Zn(GeSe3)2
2785,mp-1190487,2.93,Na2Zn(SnS3)2
2786,,4.9,Na2Zn3(SeO3)4
2787,,0.0,Na3(WO3)4
2788,mp-542680,0.0,Na3In2Au
2789,,0.0,Na3Mn2(GeO4)3
2790,,4.69,Na3MoClO4
2791,mp-1194849,4.77,Na3MoO4F
2792,,0.0,Na3Re
2793,,3.88,Na3Sn2ClF6
2794,,0.0,Na3Tl
2795,,0.0,Na3UF7
2796,,4.99,Na3WClO4
2797,mp-560158,3.2,Na3Zn(BO2)5
2798,,0.64,Na4Al4Si19
2799,,2.15,Na4Eu(GeS3)2
2800,mp-1103730,2.53,Na4Mg(GeSe3)2
2801,mp-1103351,2.85,Na4Mg(SiSe3)2
2802,,0.0,Na5Cu7O13
2803,,0.0,Na5Fe6(SiO3)12
2804,mp-556070,3.38,Na5Gd(MoO4)4
2805,mp-3017,0.0,Na6CoSe4
2806,mp-9266,0.0,Na6FeS4
2807,mp-19427,0.5,Na7(CoO3)2
2808,,1.5,Na7.36Ga7.24Sn4.78Se24
2809,mp-556538,0.0,Na8(CuO2)5
2810,mp-541787,0.0,Na8Hg3
2811,,0.0,Na8NbO6
2812,,0.0,Na8PO3
2813,,0.0,Na9(WO3)16
2814,,3.6,NaAlGeS4
2815,mp-17868,0.0,NaAsO3
2816,mp-2315,0.32,NaB15
2817,,0.0,NaBi3
2818,,0.38,NaBiS2
2819,,0.28,NaBiSe2
2820,,0.0,NaC
2821,,0.0,NaCd2Au
2822,,1.1,NaCd4P3
2823,mp-1192203,2.93,NaCdAsS3
2824,,0.0,NaCdO3
2825,mp-13459,0.0,NaCdSb
2826,,0.0,NaCeS2
2827,,2.15,NaCeS3
2828,mp-7469,0.0,NaCuO
2829,,0.0,NaEuO2
2830,mp-682,10.5,NaF
2831,,0.0,NaFe2(SiO3)4
2832,mp-18728,0.0,NaFe2O3
2833,,2.35,NaGaGe3Se8
2834,mp-696842,4.9,NaH3(SeO3)2
2835,mp-255,0.0,NaHg
2836,mp-1196607,4.25,NaIn(IO3)4
2837,mp-1194878,4.0,NaIn(TeO3)2
2838,mp-1195769,2.18,NaIn3S5
2839,,2.17,NaIn3Se5
2840,mp-20289,1.9,NaInS2
2841,mp-22473,2.8,NaInSe2
2842,,2.4,NaInSnS4
2843,mp-22483,1.6,NaInTe2
2844,,0.0,NaIrPb
2845,mp-13019,4.5,NaLa2TaO6
2846,,2.61,NaLaS3
2847,,0.0,NaLi3
2848,mp-6533,0.0,NaLu(Pd3O4)2
2849,mp-557436,1.72,NaNb2PS10
2850,,0.0,NaNi2O3
2851,mp-7944,0.82,NaSb
2852,mp-554384,2.17,NaSb(PS3)2
2853,mp-5955,3.76,NaSbF6
2854,,0.47,NaSbTe2
2855,mp-1194561,5.5,NaSc(SeO3)2
2856,mp-4276,0.0,NaSi2Pd3
2857,mp-561232,2.54,NaSm(PS3)2
2858,mp-583168,0.0,NaSn2
2859,,0.0,NaTa3
2860,mp-977244,0.0,NaTi5Se8
2861,mp-1564,0.0,NaTl
2862,mp-1195227,3.9,NaY(Te2O5)2
2863,mp-10838,1.85,NaYb(PS3)2
2864,mp-15056,0.0,NaZr2TiF11
2865,mp-505173,0.0,NaZrCuTe3
2866,,0.0,Nb(Cl2O)2
2867,,0.0,Nb17Ir3S40
2868,,0.0,Nb2(CoO3)3
2869,mp-554930,1.78,Nb2AgPS10
2870,mp-29645,0.0,Nb2Cr4Si5
2871,mp-581967,3.08,Nb2O5
2872,mp-1199265,2.79,Nb2Pb2Se4O15
2873,,0.0,Nb2Sb
2874,mp-570757,0.8,Nb2Tl3CuSe12
2875,mp-17803,1.8,Nb2Tl4S11
2876,,0.0,Nb3(Fe10B3)2
2877,mp-20689,0.0,Nb3B2
2878,mp-568014,0.0,Nb3Bi
2879,mp-27383,1.47,Nb3CuO8
2880,mp-22060,0.0,Nb3In
2881,,0.0,Nb3IrSe8
2882,mp-1932,0.0,Nb3Os
2883,,0.0,Nb3Ru
2884,mp-570751,0.0,Nb3Te
2885,,0.0,Nb3V(PO4)6
2886,mp-15958,0.0,Nb3VS6
2887,,0.0,Nb40N21O16
2888,mp-624253,0.0,Nb4Co2PdSe12
2889,mp-18032,0.0,Nb5Ga4
2890,mp-1188215,0.0,Nb5Ge3
2891,,0.0,Nb5OF14
2892,mp-7250,0.0,Nb6Co7
2893,,3.2,Nb6VSb3O25
2894,mp-554336,2.02,NbAg2(PS4)2
2895,mp-20133,0.0,NbCrN
2896,,0.0,NbCrW
2897,mp-4043,2.45,NbCu3Se4
2898,mp-17272,2.0,NbCuO3
2899,mp-4364,0.0,NbGaCo2
2900,,0.0,NbHO3
2901,mp-28357,0.0,NbHg3F6
2902,,0.0,NbOsPb
2903,mp-11514,0.0,NbPt2
2904,,0.0,NbRu2Cl
2905,mp-571133,1.4,NbSe2
2906,mp-2478,0.0,NbSi2
2907,mp-21248,0.0,NbSiIr
2908,,0.28,NbSnIr
2909,mp-569832,0.0,Nd(Al4Co)2
2910,mp-12060,0.0,Nd(AsPd)2
2911,mp-4999,0.0,Nd(CoGe)2
2912,mp-4228,0.0,Nd(CoSi)2
2913,mp-570399,0.0,Nd(CrSi)2
2914,mp-21070,0.0,Nd(GePt)2
2915,,1.15,Nd(InS2)3
2916,mp-20000,0.0,Nd(NiSn)2
2917,mp-568055,0.0,Nd(PRu)2
2918,mp-505513,0.0,Nd(Re2Si)2
2919,mp-567130,0.0,Nd(SiIr)2
2920,,1.5,Nd1.33Lu0.67S3
2921,mp-1202414,1.98,Nd10Se14O
2922,,0.5,Nd2(SnSe3)3
2923,mp-864790,0.0,Nd2BC
2924,,0.0,Nd2CdIn
2925,mp-5182,0.0,Nd2Fe14B
2926,mp-1189581,0.0,Nd2Ge5Rh3
2927,mp-1196123,0.7,Nd2HfS5
2928,,0.0,Nd2IrPd
2929,mp-540986,0.0,Nd2Ni7P4
2930,mp-1045,4.4,Nd2O3
2931,mp-19930,0.0,Nd2Ru2O7
2932,mp-438,2.65,Nd2S3
2933,,1.7,Nd2Se3
2934,mp-16380,1.12,Nd2Te3
2935,mp-569275,0.0,Nd2WC2
2936,,0.0,Nd2ZnGa
2937,mp-1196300,1.83,Nd2ZrS5
2938,mp-630836,0.0,Nd3(GeRu)2
2939,mp-571330,0.0,Nd3AlC
2940,mp-2015,0.0,Nd3Ge5
2941,mp-21483,0.0,Nd3In
2942,mp-3071,0.0,Nd3Ni13B2
2943,mp-2204,1.6,Nd3Te4
2944,,0.0,Nd3Zr
2945,mp-560086,2.62,Nd4(GeS4)3
2946,mp-3375,0.0,Nd4Ge3Rh4
2947,,1.57,Nd4InSbSe9
2948,mp-567369,0.0,Nd4Mg3Co2
2949,mp-605835,0.0,Nd4MgRu
2950,,0.0,Nd4O3F7
2951,mp-1464,0.0,Nd5Ge3
2952,mp-172,0.0,Nd5Ge4
2953,mp-864793,0.0,NdAgAs2
2954,mp-20880,0.0,NdAgPb
2955,,0.0,NdAl4Ge2Au
2956,mp-16622,0.0,NdAl7Au3
2957,mp-2602,1.04,NdAs
2958,,0.0,NdAu3
2959,mp-1929,4.9,NdB6
2960,mp-3591,0.0,NdBRh3
2961,mp-23300,0.0,NdBi
2962,mp-13008,0.0,NdCrGe3
2963,mp-22666,0.0,NdCu3(RuO3)4
2964,mp-542314,2.98,NdCuSO
2965,mp-974307,2.26,NdCuTeO
2966,,0.0,NdErTl2
2967,,0.0,NdErZn2
2968,mp-18511,6.15,NdF3
2969,mp-4196,0.0,NdFeSi2
2970,mp-11396,0.0,NdGa2Ni
2971,mp-3196,0.0,NdGaO3
2972,mp-21197,0.0,NdIn3
2973,mp-510564,0.0,NdIn5Rh
2974,mp-621362,0.0,NdInAu
2975,mp-22696,0.0,NdInCu
2976,mp-13327,1.61,NdLuSe3
2977,mp-2389,0.0,NdMg2
2978,mp-568207,0.0,NdMg2Ni9
2979,mp-11194,0.0,NdMgNi4
2980,mp-18755,0.0,NdMnSbO
2981,mp-1192562,3.66,NdMoO4F
2982,mp-5383,0.0,NdNiC2
2983,mp-31049,0.0,NdO2
2984,mp-1080485,0.0,NdPt
2985,mp-999335,0.0,NdRh
2986,mp-1586,0.0,NdSb
2987,mp-1018815,0.0,NdSbPd
2988,mp-4854,0.0,NdScGe
2989,,0.0,NdSmHg2
2990,mp-12701,0.0,NdSn2
2991,mp-567214,0.0,NdSnRh
2992,mp-570,0.0,NdTe
2993,mp-2550,0.48,NdTe2
2994,mp-22331,0.0,NdTiGe
2995,,0.0,NdTlAg2
2996,mp-30799,0.0,NdTlPd
2997,,0.0,NdZn2Ag
2998,,2.0,Ni(CN)2
2999,,0.0,Ni(PO3)4
3000,,0.0,Ni23B6
3001,mp-17383,0.0,Ni2Ge
3002,mp-4091,0.0,Ni2Mo3N
3003,mp-21536,0.0,Ni2Mo4C
3004,,0.0,Ni2Mo4N
3005,,0.0,Ni2PO5
3006,mp-17360,3.84,Ni2Te3O8
3007,mp-21008,0.0,Ni3Ge
3008,mp-12798,0.0,Ni3Pt
3009,mp-1050,0.0,Ni3S4
3010,,0.0,Ni3SnN
3011,,0.0,Ni4(BiO2)9
3012,,0.0,Ni4(PO4)3
3013,,0.0,Ni7(P2O7)4
3014,mp-19284,0.0,NiAgO2
3015,,0.0,NiAsO3
3016,,0.0,NiCO4
3017,mp-1099,0.0,NiGe
3018,mp-29752,0.0,NiGePt2
3019,,0.0,NiI
3020,,0.0,NiN
3021,mp-19009,4.0,NiO
3022,mp-2282,0.64,NiS2
3023,mp-10264,0.23,NiTe
3024,mp-20905,2.0,OsS2
3025,mp-758356,0.0,P2H12N7Cl
3026,mp-733876,0.0,P2H4RhO9
3027,mp-2452,0.0,P2O5
3028,mp-2319,1.13,P2Os
3029,mp-28266,0.65,P2Pd
3030,mp-3006,2.12,P2Pd3S8
3031,mp-15953,1.0,P2Rh
3032,,2.4,P2Se3
3033,mp-28860,2.2,P2Se5
3034,,0.0,PH2NO2
3035,mp-23672,6.8,PH6NO4
3036,,3.97,PHPbO3
3037,mp-1102534,1.4,POsS
3038,mp-1101841,1.4,POsSe
3039,mp-7280,1.38,PPdS
3040,mp-3123,0.15,PPdSe
3041,mp-1095584,1.4,PRuS
3042,mp-28885,2.5,PSe
3043,mp-1203346,0.0,PW5O17
3044,,3.44,Pb17(Cl9O4)2
3045,,0.37,Pb1Se0.01S0.99
3046,,0.33,Pb1Se0.5S0.5
3047,,0.26,Pb1Se0.95S0.05
3048,,0.26,Pb1Se0.99S0.01
3049,,0.27,Pb1Se0.9S0.1
3050,mp-20078,1.67,Pb2O3
3051,mp-1192446,3.76,Pb2SeN2O9
3052,mp-22633,2.12,Pb3O4
3053,mp-1194412,3.73,Pb3Se2(BrO3)2
3054,mp-667338,2.98,PbN6
3055,mp-22342,4.3,PbSeO4
3056,mp-1198404,1.31,Pd(IO3)2
3057,mp-393,0.0,Pd16S7
3058,,0.0,Pd2N
3059,,0.0,Pd3(PbS)2
3060,mp-1336,0.8,PdO
3061,mp-20599,0.0,PdPb2
3062,mp-20250,0.5,PdS
3063,mp-13682,0.75,PdS2
3064,mp-21165,0.2,PdSe
3065,mp-2418,0.4,PdSe2
3066,,0.0,Pm2CuGe
3067,,0.0,Pm2IrRh
3068,,0.0,Pm2NiRh
3069,,0.0,Pm2PtAu
3070,,0.0,Pm3I
3071,,0.0,PmCd3
3072,,0.0,PmCdPd2
3073,,0.0,PmDy3
3074,,0.0,PmGaAu2
3075,,0.0,PmHgAu2
3076,,0.0,PmMgAu2
3077,,0.0,PmMgCd2
3078,,0.0,PmMgRh2
3079,,0.0,PmSbRh2
3080,,0.0,PmSnRh2
3081,mp-975729,0.0,Pr(BRu)2
3082,,0.0,Pr(BiO3)2
3083,mp-571008,0.0,Pr(CoAs)2
3084,mp-4810,0.0,Pr(CoGe)2
3085,mp-5627,0.0,Pr(FeSi)2
3086,,1.14,Pr(InS2)3
3087,mp-5423,0.0,Pr(MnSi)2
3088,,1.38,Pr1.29Lu0.71S3
3089,mp-560835,1.89,Pr10Se14O
3090,,1.0,Pr1Te1.9
3091,,0.0,Pr27Se40
3092,mp-2714,0.0,Pr2Au
3093,,0.0,Pr2CdSn
3094,mp-978102,0.0,Pr2Co12P7
3095,,1.32,Pr2Ge2Se7
3096,,1.8,Pr2GeSe5
3097,,0.0,Pr2HgPb
3098,mp-20715,0.0,Pr2InGe2
3099,mp-21870,0.0,Pr2InPd2
3100,mp-558448,0.0,Pr2Ir2O7
3101,mp-15179,2.6,Pr2S3
3102,,1.8,Pr2Se3
3103,mp-2980,3.65,Pr2Te4O11
3104,mp-571302,0.0,Pr3(Al2Si3)2
3105,,0.0,Pr3Cd
3106,,0.0,Pr3I
3107,,1.89,Pr4InSbSe9
3108,mp-605873,0.0,Pr4MgRu
3109,mp-1484,0.0,Pr4Sb3
3110,,0.46,Pr4Te7
3111,mp-616210,0.0,Pr5In11Ni6
3112,mp-542465,0.0,Pr5Si4
3113,mp-9537,0.0,Pr6Fe13Si
3114,,0.0,Pr7Mn8O24
3115,mp-555896,0.0,Pr9(SbO)5
3116,mp-4308,0.0,PrAgAs2
3117,mp-30181,0.0,PrAl3Ni2
3118,mp-10622,1.0,PrAs
3119,mp-1079915,0.0,PrAu
3120,mp-12569,0.0,PrB4
3121,mp-12762,4.9,PrB6
3122,mp-9028,4.0,PrBN2
3123,mp-13483,0.0,PrBPt4
3124,mp-646,0.0,PrCd
3125,mp-11610,0.0,PrCo4B
3126,mp-6166,3.03,PrCuSO
3127,,0.0,PrErIn2
3128,,0.0,PrErMg2
3129,mp-978101,0.0,PrFeGe2
3130,,0.0,PrGaAu2
3131,,0.0,PrGe3
3132,mp-981551,0.0,PrGe5
3133,mp-1019094,0.0,PrGeAu
3134,mp-20023,0.0,PrIn
3135,mp-570611,0.0,PrInAu2
3136,mp-946,0.0,PrIr2
3137,,0.0,PrLuIn2
3138,mp-13326,1.56,PrLuSe3
3139,,0.0,PrMgAg2
3140,mp-7239,0.0,PrMgGa
3141,,0.0,PrMo3
3142,mp-1192358,3.64,PrMoO4F
3143,mp-975655,0.0,PrNiGe2
3144,mp-11344,0.55,PrO
3145,mp-601,0.0,PrP
3146,mp-1785,0.66,PrSb
3147,mp-1018902,0.0,PrSbPt
3148,,0.0,PrSm3
3149,,0.0,PrSmO2
3150,,2.0,PrTaN2O
3151,,0.93,PrTl2InSe4
3152,mp-999289,1.18,PrTlSe2
3153,,0.0,PrTmTl2
3154,mp-460,0.0,PrZn
3155,,0.95,Pt0.97S2
3156,mp-20828,0.0,Pt3Pb
3157,,0.0,Pt3PbC
3158,,0.0,PtN
3159,mp-762,0.75,PtS2
3160,mp-1115,0.1,PtSe2
3161,,0.45,Rb1.45Sb7.45Pb3.1Se15
3162,,1.33,Rb1.54Cd1.54Bi2.46S6
3163,mp-581457,0.0,Rb15Hg16
3164,,0.0,Rb28(Mg3In17)3
3165,mp-1105212,2.6,Rb2AgPS4
3166,mp-571293,1.53,Rb2BaNb2Se11
3167,mp-1103709,3.35,Rb2Cd(IBr)2
3168,mp-541897,2.58,Rb2Cd(PSe3)2
3169,mp-1200744,4.76,Rb2Cd3(B4O7)4
3170,mp-18556,2.92,Rb2Cd3S4
3171,mp-16818,2.37,Rb2Cd3Se4
3172,mp-29901,2.3,Rb2Cd3Te4
3173,mp-560562,0.0,Rb2CrF6
3174,mp-1195291,1.6,Rb2Cu2Sb2S5
3175,mp-18006,2.08,Rb2Cu2SnS4
3176,mp-568928,0.0,Rb2FeI4
3177,mp-1020707,5.54,Rb2GeB4O9
3178,,2.32,Rb2Hg(PSe3)2
3179,,2.8,Rb2Hg3(GeS4)2
3180,mp-1194625,3.1,Rb2Mo3Se3O16
3181,mp-542629,0.0,Rb2Mo9Se10
3182,mp-555091,0.0,Rb2Na2IrO4
3183,mp-556353,0.0,Rb2NaNiF6
3184,mp-560671,0.0,Rb2NaVF6
3185,mp-15221,2.64,Rb2NbCuS4
3186,mp-15222,2.19,Rb2NbCuSe4
3187,,2.3,Rb2PS5
3188,,2.4,Rb2Pt(IO3)6
3189,,0.0,Rb2SCl6F
3190,mp-561434,2.48,Rb2Sn2Hg3S8
3191,mp-1194540,2.33,Rb2Sn3(SbS5)2
3192,mp-559737,0.0,Rb2Tb3AlF16
3193,mp-441,4.5,Rb2Te
3194,mp-570324,2.14,Rb2TeBr6
3195,mp-28070,1.4,Rb2TeI6
3196,,2.33,Rb2Ti(AgS2)2
3197,mp-7129,2.19,Rb2Ti(CuS2)2
3198,mp-8901,1.83,Rb2VAgS4
3199,mp-15219,1.85,Rb2VCuS4
3200,,4.9,Rb2Zn3(SeO3)4
3201,mp-562230,0.0,Rb3(Cu4S3)2
3202,,2.6,Rb3Ag9(PS4)4
3203,,3.1,Rb3Al3Ge7S20
3204,,2.4,Rb3Al3Ge7Se20
3205,mp-1195363,2.62,Rb3Bi2Br9
3206,mp-1200569,2.34,Rb3Cd(BO2)5
3207,,0.0,Rb3Ga
3208,,6.53,Rb3Li4(BO2)7
3209,,0.0,Rb3Mn
3210,mp-1104938,4.84,Rb3Na(MoO4)2
3211,mp-683902,1.5,Rb3Nb2AsSe11
3212,mp-16319,1.0,Rb3Sb
3213,mp-1194576,2.48,Rb3Sb2Br9
3214,mp-1195452,1.94,Rb3Sb2I9
3215,,0.0,Rb3Sm
3216,,2.21,Rb3Ta2AsS11
3217,,0.0,Rb3Tm
3218,mp-1020643,2.66,Rb3Zn(BO2)5
3219,,2.0,Rb4Ag9(SbS3)4
3220,mp-557618,0.0,Rb4CuSi2O7
3221,,1.18,Rb4Ga4Si19
3222,mp-1195251,2.0,Rb4Ge(PSe3)4
3223,mp-1020896,5.42,Rb4Ge3B6O17
3224,mp-1199088,3.51,Rb4Mo5(PO11)2
3225,mp-542067,1.59,Rb4Ti3S14
3226,,0.0,Rb5(W4O15)2
3227,,0.0,Rb5(WO3)18
3228,,3.99,Rb5B(SO4)4
3229,mp-1020620,6.53,Rb5Li6(BO2)11
3230,mp-556433,0.0,Rb5Tl3O
3231,mp-540855,0.0,Rb6O
3232,mp-585963,2.07,Rb7Th2(P2Se7)3
3233,,1.3,Rb9Bi13S24
3234,mp-17756,2.3,RbAg2SbS4
3235,,2.04,RbAg2TeS6
3236,mp-1195102,2.4,RbAg5(PS4)2
3237,mp-7767,0.0,RbAgF3
3238,,0.0,RbB5(H2O3)4
3239,,7.6,RbBa2(PO3)5
3240,mp-23253,0.0,RbBi2
3241,,0.8,RbBi3TeSe4
3242,,0.0,RbBr3
3243,mp-568643,0.0,RbC8
3244,,3.67,RbCaBO3
3245,mp-1197285,4.2,RbCd(BO2)3
3246,mp-1040,0.0,RbCd13
3247,,3.02,RbCd4Ga5S12
3248,,2.19,RbCd4Ga5Se12
3249,,1.64,RbCd4Ga5Te12
3250,,1.57,RbCd4In5Se12
3251,,1.6,RbCu(SbS2)2
3252,,1.96,RbCu2AsS3
3253,,1.67,RbCu2SbS3
3254,,2.15,RbCu4AsS4
3255,mp-615754,0.0,RbCuPdF5
3256,mp-541407,1.44,RbCuSnS3
3257,,1.04,RbCuSnSe3
3258,mp-20277,0.0,RbEuO2
3259,mp-2064,10.4,RbF
3260,,0.0,RbF3
3261,,1.88,RbGaSnSe4
3262,,0.0,RbGe3
3263,mp-1199892,5.58,RbGeB3O7
3264,mp-1192404,4.07,RbH2(IO3)3
3265,mp-24022,4.84,RbH3(SeO3)2
3266,,0.0,RbHg3
3267,,0.2,RbHgSbTe3
3268,mp-21477,0.0,RbIn4
3269,,2.5,RbIn5S6
3270,,3.1,RbInGeS4
3271,mp-601861,3.3,RbInS2
3272,,2.7,RbInSnS4
3273,mp-1192556,3.9,RbInTe3O8
3274,,6.28,RbLiCO3
3275,,1.53,RbMn4Ga5Te12
3276,,1.76,RbMn4In5Se12
3277,mp-10287,0.0,RbMnTe2
3278,mp-1198591,2.96,RbMoPO6
3279,,0.0,RbNa2NiO2
3280,,1.0,RbNa2Sb
3281,mp-1201687,3.49,RbNb3(TeO6)2
3282,mp-1201070,0.46,RbNb4Br11
3283,,4.1,RbNbSe2O7
3284,,4.35,RbPPbO4
3285,mp-17945,2.18,RbPSe6
3286,mp-9060,0.0,RbPdF3
3287,,0.0,RbSbO3
3288,,1.62,RbSbSe2
3289,,0.38,RbSbTe2
3290,,4.9,RbSc(SeO3)2
3291,mp-1204836,3.88,RbTa3(TeO6)2
3292,mp-10782,2.5,RbTbSe2
3293,mp-569807,0.0,RbTiBr3
3294,,0.0,RbTmO3
3295,mp-559405,0.0,RbU2SbS8
3296,mp-13350,0.0,RbUAgS3
3297,mp-15998,1.45,RbV(CuS2)2
3298,mp-9102,0.0,RbVP2S7
3299,,0.0,RbWO3
3300,mp-1194706,3.6,RbY(TeO3)2
3301,,2.07,RbYbZnSe3
3302,,1.76,RbZn4In5Se12
3303,,2.0,RbZrPSe6
3304,mp-28633,0.0,Re(TeCl6)2
3305,mp-558655,0.0,Re2PbO6
3306,,0.0,Re2RuBr
3307,mp-16877,0.0,Re2W3C
3308,mp-2473,0.0,Re3As7
3309,,0.0,Re3F
3310,mp-1474,0.0,Re3P4
3311,mp-504815,0.0,Re5(NiAs6)2
3312,,0.0,ReBiO3
3313,mp-27340,0.0,ReCl4
3314,,0.0,ReF6
3315,,0.0,ReIr3
3316,mp-190,2.3,ReO3
3317,,0.0,ReOsRu
3318,mp-867296,0.0,RePO5
3319,mp-12605,0.12,ReSi2
3320,,0.0,ReSn3
3321,,1.5,Rh0.67S2
3322,,0.7,Rh0.67Se2
3323,mp-17173,0.8,Rh2S3
3324,,0.0,Rh3Pb
3325,mp-555277,0.0,Rh7(PbO5)3
3326,,1.5,RhS3
3327,mp-1192175,0.6,RhSe2
3328,,0.7,RhSe3
3329,,0.7,RhSeS
3330,,0.0,Ru3Cl
3331,mp-22850,0.0,RuCl3
3332,mp-2030,1.8,RuS2
3333,mp-1922,1.0,RuSe2
3334,mp-27236,0.0,Sb2I2F11
3335,mp-2695,0.2,Sb2Os
3336,,1.8,Sb2PbSe4
3337,mp-20928,0.3,Sb2Ru
3338,mp-6997,0.0,Sb2Te
3339,mp-27290,0.0,Sb2XeF14
3340,,2.61,Sb3IO4
3341,mp-621960,0.0,Sb4Pb4S11
3342,mp-556869,1.95,Sb5IO7
3343,,0.65,Sb6Pb4Se13
3344,,0.8,Sb6Pb6Se17
3345,,2.72,Sb8I2O11
3346,,1.6,SbAs
3347,mp-1102833,1.2,SbOsS
3348,mp-1101771,0.4,SbOsSe
3349,mp-578882,2.0,SbPb2S2I3
3350,,2.67,SbPbBrO2
3351,,2.48,SbPbIO2
3352,,0.0,SbPd3
3353,mp-1078755,0.0,SbPt3
3354,,0.0,SbRh3
3355,mp-1102395,0.9,SbRuSe
3356,mp-22971,2.17,SbSBr
3357,,1.84,SbSeBr
3358,mp-28051,1.25,SbTeI
3359,mp-1103213,0.05,SbTeOs
3360,,0.5,SbTeRh
3361,mp-1102857,0.5,SbTeRu
3362,,0.3,Sc(CuSe)3
3363,mp-11438,0.0,Sc(GaFe)6
3364,,0.0,Sc(TiN)9
3365,mp-1025365,0.0,Sc(VGa2)2
3366,mp-21931,0.0,Sc11(AlGe4)2
3367,,0.0,Sc14Cu14O37
3368,,0.0,Sc2(PO4)3
3369,mp-10911,0.0,Sc2Al3Ru
3370,,0.0,Sc2CuRu
3371,,0.77,Sc2Fe
3372,,0.0,Sc2FeB2Ir5
3373,,0.0,Sc2GaAg
3374,,0.0,Sc2GaIr
3375,,0.0,Sc2MnC
3376,mp-401,2.0,Sc2S3
3377,,0.0,Sc2TlTc
3378,mp-30652,0.0,Sc3(MnGa3)2
3379,mp-31027,0.0,Sc3(ReSi2)2
3380,mp-10133,0.0,Sc3BPb
3381,mp-28733,0.0,Sc3C4
3382,mp-4755,0.0,Sc3Fe2Si3
3383,mp-8577,0.0,Sc3GaC
3384,mp-21035,0.0,Sc3PbC
3385,mp-541558,0.0,Sc4Ge6Rh7
3386,mp-607138,0.0,Sc5Bi3
3387,mp-31025,0.0,Sc5NCl8
3388,mp-510209,0.0,Sc5Pb3
3389,mp-11201,0.0,Sc6FeSb2
3390,mp-10446,0.0,Sc6NiTe2
3391,mp-11754,0.0,Sc6Te2Os
3392,mp-28321,0.0,Sc7CI12
3393,mp-541594,0.0,Sc8Te3
3394,mp-11237,0.0,ScAg
3395,mp-13383,1.55,ScAg(PSe3)2
3396,mp-973185,3.8,ScAgO2
3397,mp-10898,0.0,ScAlNi2
3398,mp-10113,0.0,ScBIr3
3399,,0.0,ScBPd3
3400,mp-11277,0.0,ScBe5
3401,mp-1211,1.71,ScCd
3402,,0.0,ScCdAg2
3403,,0.0,ScCdHg2
3404,mp-21739,0.0,ScCoGe2
3405,,0.0,ScCoO3
3406,,0.0,ScCrO4
3407,mp-1018149,0.0,ScCu2
3408,mp-3642,3.3,ScCuO2
3409,mp-11412,0.0,ScGa2
3410,mp-10212,0.0,ScGe2
3411,mp-11471,0.24,ScHg
3412,mp-1129,0.0,ScIr
3413,mp-2857,2.6,ScN
3414,mp-3432,0.11,ScNiSb
3415,mp-12480,0.0,ScPPt
3416,mp-1780,0.0,ScRh
3417,mp-10712,0.0,ScRh3C
3418,mp-569779,0.23,ScSbPd
3419,,0.0,ScSbRh2
3420,,0.0,ScSbRu2
3421,mp-3129,0.0,ScSi3Ni
3422,mp-17092,0.0,ScSnPd
3423,,2.67,ScTa2NO5
3424,,3.58,ScTiNbO6
3425,,0.0,ScTiO3
3426,mp-13312,1.51,ScTlS2
3427,mp-13313,0.79,ScTlSe2
3428,mp-13314,0.85,ScTlTe2
3429,mp-13503,0.0,ScZn2
3430,,0.0,ScZn3
3431,,0.0,ScZnNi2
3432,,0.0,ScZnPt2
3433,,1.9,SeS
3434,mp-23492,3.2,Si(Bi3O5)4
3435,,0.65,Si0.001Ge0.999
3436,,0.67,Si0.03Ge0.97
3437,,1.04,Si0.0645Ge0.9355
3438,,1.04,Si0.07Ge0.93
3439,,0.72,Si0.08Ge0.92
3440,,1.13,Si0.109Ge0.891
3441,,0.84,Si0.12Ge0.88
3442,,1.32,Si0.162Ge0.838
3443,,0.8,Si0.1Ge0.9
3444,,1.5,Si0.226Ge0.774
3445,,0.86,Si0.2Ge0.8
3446,,1.91,Si0.347Ge0.653
3447,,0.88,Si0.3Ge0.7
3448,,2.24,Si0.458Ge0.542
3449,,0.9,Si0.4Ge0.6
3450,,0.94,Si0.6Ge0.4
3451,,1.0,Si0.7Ge0.3
3452,,1.1,Si0.8Ge0.2
3453,,1.06,Si0.94Ge0.06
3454,,1.08,Si0.98Ge0.02
3455,,1.09,Si0.999Ge0.001
3456,,1.04,Si0.9Ge0.1
3457,,1.24,Si15(TeP2)4
3458,mp-4720,0.0,Si2Ni6B
3459,mp-28945,0.0,Si2NiP3
3460,mp-505071,0.0,Si2Pd9
3461,,0.0,Si2Ru
3462,,0.0,Si2SbO6
3463,mp-988,5.1,Si3N4
